IdA	IdB	score	publications	detectionMethods	interactionTypes
P11154	P33203	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
P38773	P33203	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
Q12287	P33203	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
P49723	P33203	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
P53051	P33203	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
P34164	P33203	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
P53265	P33203	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
P12612	P33203	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
P32803	P33203	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
P25576	P33203	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
P47137	Q08409	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
P10356	P33203	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
P25044	P33203	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
P00958	P33203	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
P53101	P33203	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
P38716	P33203	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
P38790	P33203	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
P38887	P33203	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
Q03558	P33203	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
P40483	P33203	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
P40559	P33203	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
P47148	P33203	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
P41903	P33203	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
P16862	P33203	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
P47177	P33203	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
P50101	P33203	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
P36165	P33203	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
Q10740	P33203	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
P32462	P33203	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
P20436	P33203	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
P38523	P33203	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
Q08645	P33203	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
P05066	P33203	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
P46151	P33203	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
P41807	P33203	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
Q01454	P33203	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
Q06522	P33203	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
P38081	P33203	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
Q01560	P33203	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
P46655	P33203	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
P38787	P33203	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
P35202	Q06525	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
P80210	Q06525	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
P38009	Q06525	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
Q05979	Q06525	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
P40106	Q06525	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
P30952	Q06525	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
P39015	Q06525	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
P38720	Q06525	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
P39683	Q06525	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
Q06525	Q05775	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
P10963	Q06525	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
P00925	Q06525	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
P00817	Q08409	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
P47137	Q06525	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
P06738	Q06525	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
P38758	Q06525	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
Q08686	Q08409	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
P54885	Q08409	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
P36068	Q08409	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
Q12326	Q08409	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
Q01560	Q08409	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
P38787	Q08409	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
P41816	Q08409	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
P38081	Q08409	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
Q04336	Q08409	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
P80210	Q08409	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
P25561	Q08409	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
P08524	Q08409	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
Q08409	P00925	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
P39683	Q08409	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
P35202	Q08409	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
P30952	Q08409	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
P53944	P30775	0.43887317	pubmed:16321977|imex:IM-14418	psi-mi:"MI:0515"(methyltransferase assay)	psi-mi:"MI:0213"(methylation reaction)
P17967	Q03103	0.43887317	pubmed:16368681|imex:IM-14431	psi-mi:"MI:0017"(classical fluorescence spectroscopy)	psi-mi:"MI:0414"(enzymatic reaction)
P11978	P06701	0.61847615	pubmed:16717101|imex:IM-14477	psi-mi:"MI:0096"(pull down)|psi-mi:"MI:0017"(classical fluorescence spectroscopy)|psi-mi:"MI:0038"(dynamic light scattering)	psi-mi:"MI:0407"(direct interaction)
P11978	P11978	0.43887317	pubmed:16717101|imex:IM-14477	psi-mi:"MI:0038"(dynamic light scattering)	psi-mi:"MI:0407"(direct interaction)
Q02767	P25604	0.43887317	pubmed:16615894|imex:IM-12010	psi-mi:"MI:0114"(x-ray crystallography)	psi-mi:"MI:0407"(direct interaction)
P21524	Q04964	0.43887317	pubmed:16317005|imex:IM-14547	psi-mi:"MI:0107"(surface plasmon resonance)	psi-mi:"MI:0407"(direct interaction)
P39935	P07260	0.558037	pubmed:10409688|imex:IM-14466	psi-mi:"MI:0077"(nuclear magnetic resonance)|psi-mi:"MI:0047"(far western blotting)	psi-mi:"MI:0407"(direct interaction)
P47035	P24869	0.43887317	pubmed:16713564|imex:IM-12044	psi-mi:"MI:0424"(protein kinase assay)	psi-mi:"MI:0217"(phosphorylation reaction)
P40482	P15303	0.43887317	pubmed:12239560	psi-mi:"MI:0114"(x-ray crystallography)	psi-mi:"MI:0407"(direct interaction)
P22213	Q01590	0.43887317	pubmed:12426383	psi-mi:"MI:0114"(x-ray crystallography)	psi-mi:"MI:0407"(direct interaction)
P49723	P09938	0.43887317	pubmed:11526233	psi-mi:"MI:0114"(x-ray crystallography)	psi-mi:"MI:0407"(direct interaction)
P15303	P20606	0.43887317	pubmed:12239560	psi-mi:"MI:0114"(x-ray crystallography)	psi-mi:"MI:0407"(direct interaction)
P11914	P10507	0.43887317	pubmed:11470436	psi-mi:"MI:0114"(x-ray crystallography)	psi-mi:"MI:0407"(direct interaction)
P00445	P40202	0.43887317	pubmed:11524675	psi-mi:"MI:0114"(x-ray crystallography)	psi-mi:"MI:0407"(direct interaction)
Q02724	Q12306	0.43887317	pubmed:10882122	psi-mi:"MI:0114"(x-ray crystallography)	psi-mi:"MI:0407"(direct interaction)
P53152	P52490	0.43887317	pubmed:11440714	psi-mi:"MI:0114"(x-ray crystallography)	psi-mi:"MI:0407"(direct interaction)
P53550	Q12517	0.30991724	pubmed:14681455	psi-mi:"MI:0364"(inferred by curator)	psi-mi:"MI:0407"(direct interaction)
P25336	P25847	0.30991724	pubmed:14681455	psi-mi:"MI:0364"(inferred by curator)	psi-mi:"MI:0407"(direct interaction)
P32607	P38165	0.30991724	pubmed:14681455	psi-mi:"MI:0364"(inferred by curator)	psi-mi:"MI:0407"(direct interaction)
P20433	P34087	0.56745154	pubmed:15591044|pubmed:14681455	psi-mi:"MI:0114"(x-ray crystallography)|psi-mi:"MI:0364"(inferred by curator)	psi-mi:"MI:0407"(direct interaction)
P00044	P00431	0.6230328	pubmed:15071191|pubmed:15339156	psi-mi:"MI:0114"(x-ray crystallography)	psi-mi:"MI:0407"(direct interaction)
P39928	Q07688	0.43887317	pubmed:14656441	psi-mi:"MI:0114"(x-ray crystallography)	psi-mi:"MI:0407"(direct interaction)
P39958	P01123	0.43887317	pubmed:14576435	psi-mi:"MI:0114"(x-ray crystallography)	psi-mi:"MI:0407"(direct interaction)
Q02821	P32499	0.43887317	pubmed:14532109	psi-mi:"MI:0114"(x-ray crystallography)	psi-mi:"MI:0407"(direct interaction)
P13517	P28495	0.30991724	pubmed:14681455	psi-mi:"MI:0364"(inferred by curator)	psi-mi:"MI:0407"(direct interaction)
Q00618	P20133	0.30991724	pubmed:14681455	psi-mi:"MI:0364"(inferred by curator)	psi-mi:"MI:0407"(direct interaction)
P29703	P18898	0.30991724	pubmed:14681455	psi-mi:"MI:0364"(inferred by curator)	psi-mi:"MI:0407"(direct interaction)
P22007	P29703	0.30991724	pubmed:14681455	psi-mi:"MI:0364"(inferred by curator)	psi-mi:"MI:0407"(direct interaction)
P32773	P32774	0.30991724	pubmed:14681455	psi-mi:"MI:0364"(inferred by curator)	psi-mi:"MI:0407"(direct interaction)
Q12009	Q03774	0.30991724	pubmed:14681455	psi-mi:"MI:0364"(inferred by curator)	psi-mi:"MI:0407"(direct interaction)
P41814	P46959	0.30991724	pubmed:14681455	psi-mi:"MI:0364"(inferred by curator)	psi-mi:"MI:0407"(direct interaction)
P11914-PRO_0000026773	P10507-PRO_0000026784	0.30991724	pubmed:14681455	psi-mi:"MI:0364"(inferred by curator)	psi-mi:"MI:0407"(direct interaction)
P87282	Q06525	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
Q12298	Q06525	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
P38322	Q06525	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
P06787	Q06525	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
P25561	Q06525	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
P53089	Q06525	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
P14120	Q06525	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
Q01560	Q06525	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
P20095	Q06525	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
P53839	Q06525	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
P53864	Q06525	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
P15274	Q06525	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
P38081	Q06525	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
P23254	Q06525	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
Q12326	Q06525	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
P37254	Q06525	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
P47066	Q06525	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
P36140	Q06525	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
P49723	Q06525	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
P53051	Q06525	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
O13531	Q06525	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
P15019	Q06525	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
P10592	Q06525	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
P61864	Q06525	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
P32381	Q06525	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
P25044	Q06525	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
Q06525	P00817	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
P06367	Q06525	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
P34164	Q06525	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
P31787	Q06525	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
Q06405	Q06525	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
Q12306	Q06525	0.43887317	pubmed:16606443	psi-mi:"MI:0089"(protein array)	psi-mi:"MI:0407"(direct interaction)
P40965	Q12175	0.30991724	pubmed:14681455	psi-mi:"MI:0364"(inferred by curator)	psi-mi:"MI:0407"(direct interaction)
P27637	P32598	0.30991724	pubmed:14681455	psi-mi:"MI:0364"(inferred by curator)	psi-mi:"MI:0407"(direct interaction)
P13365	P00546	0.30991724	pubmed:14681455	psi-mi:"MI:0364"(inferred by curator)	psi-mi:"MI:0407"(direct interaction)
P24869	P00546	0.30991724	pubmed:14681455	psi-mi:"MI:0364"(inferred by curator)	psi-mi:"MI:0407"(direct interaction)
Q12176	P39744	0.30991724	pubmed:14681455	psi-mi:"MI:0364"(inferred by curator)	psi-mi:"MI:0407"(direct interaction)
P39744	Q07896	0.30991724	pubmed:14681455	psi-mi:"MI:0364"(inferred by curator)	psi-mi:"MI:0407"(direct interaction)
P05150	P00812	0.30991724	pubmed:14681455	psi-mi:"MI:0364"(inferred by curator)	psi-mi:"MI:0407"(direct interaction)
P34230	P41909	0.30991724	pubmed:14681455	psi-mi:"MI:0364"(inferred by curator)	psi-mi:"MI:0407"(direct interaction)
P33300	P35206	0.30991724	pubmed:14681455	psi-mi:"MI:0364"(inferred by curator)	psi-mi:"MI:0407"(direct interaction)
P35206	P38287	0.30991724	pubmed:14681455	psi-mi:"MI:0364"(inferred by curator)	psi-mi:"MI:0407"(direct interaction)
Q99207	Q06512	0.30991724	pubmed:14681455	psi-mi:"MI:0364"(inferred by curator)	psi-mi:"MI:0407"(direct interaction)
P15624	P15625	0.30991724	pubmed:14681455	psi-mi:"MI:0364"(inferred by curator)	psi-mi:"MI:0407"(direct interaction)
P38788	P32527	0.30991724	pubmed:14681455	psi-mi:"MI:0364"(inferred by curator)	psi-mi:"MI:0407"(direct interaction)
P18410	P38757	0.30991724	pubmed:14681455	psi-mi:"MI:0364"(inferred by curator)	psi-mi:"MI:0407"(direct interaction)
P0CS90	P12294	0.30991724	pubmed:14681455	psi-mi:"MI:0364"(inferred by curator)	psi-mi:"MI:0407"(direct interaction)
Q9URQ3	P47058	0.56745154	pubmed:14681455|pubmed:10550050	psi-mi:"MI:0071"(molecular sieving)|psi-mi:"MI:0364"(inferred by curator)	psi-mi:"MI:0407"(direct interaction)
P32323	P32781	0.56745154	pubmed:14681455|pubmed:11278672	psi-mi:"MI:0016"(circular dichroism)|psi-mi:"MI:0364"(inferred by curator)	psi-mi:"MI:0407"(direct interaction)
P06780	P40989	0.30991724	pubmed:14681455	psi-mi:"MI:0364"(inferred by curator)	psi-mi:"MI:0407"(direct interaction)
P38631	P06780	0.30991724	pubmed:14681455	psi-mi:"MI:0364"(inferred by curator)	psi-mi:"MI:0407"(direct interaction)
P43535	P33892	0.30991724	pubmed:14681455	psi-mi:"MI:0364"(inferred by curator)	psi-mi:"MI:0407"(direct interaction)
Q04372	P20604	0.30991724	pubmed:14681455	psi-mi:"MI:0364"(inferred by curator)	psi-mi:"MI:0407"(direct interaction)
Q12125	Q12285	0.6531339	pubmed:14681455|pubmed:20106980	psi-mi:"MI:0096"(pull down)|psi-mi:"MI:0114"(x-ray crystallography)|psi-mi:"MI:0364"(inferred by curator)	psi-mi:"MI:0407"(direct interaction)
P00899	P00937	0.30991724	pubmed:14681455	psi-mi:"MI:0364"(inferred by curator)	psi-mi:"MI:0407"(direct interaction)
P38316	Q12380	0.30991724	pubmed:14681455	psi-mi:"MI:0364"(inferred by curator)	psi-mi:"MI:0195"(covalent binding)
Q04002	P40090	0.30991724	pubmed:14681455	psi-mi:"MI:0364"(inferred by curator)	psi-mi:"MI:0407"(direct interaction)
P20604	P36123	0.30991724	pubmed:14681455	psi-mi:"MI:0364"(inferred by curator)	psi-mi:"MI:0407"(direct interaction)
P20604	P40856	0.30991724	pubmed:14681455	psi-mi:"MI:0364"(inferred by curator)	psi-mi:"MI:0407"(direct interaction)
P20604	P43612	0.30991724	pubmed:14681455	psi-mi:"MI:0364"(inferred by curator)	psi-mi:"MI:0407"(direct interaction)
P53039	P38815	0.43887317	pubmed:15263065	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0407"(direct interaction)
P38855	P39108	0.30991724	pubmed:14681455	psi-mi:"MI:0364"(inferred by curator)	psi-mi:"MI:0407"(direct interaction)
P50091	P39108	0.30991724	pubmed:14681455	psi-mi:"MI:0364"(inferred by curator)	psi-mi:"MI:0407"(direct interaction)
P33760	P24004	0.30991724	pubmed:14681455	psi-mi:"MI:0364"(inferred by curator)	psi-mi:"MI:0407"(direct interaction)
P32628	P14736	0.30991724	pubmed:14681455	psi-mi:"MI:0364"(inferred by curator)	psi-mi:"MI:0407"(direct interaction)
P53102	P53187	0.30991724	pubmed:14681455	psi-mi:"MI:0364"(inferred by curator)	psi-mi:"MI:0407"(direct interaction)
P18851	P18852	0.30991724	pubmed:14681455	psi-mi:"MI:0364"(inferred by curator)	psi-mi:"MI:0407"(direct interaction)
P39925	P40341	0.30991724	pubmed:14681455	psi-mi:"MI:0364"(inferred by curator)	psi-mi:"MI:0407"(direct interaction)
Q08920	P34160	0.30991724	pubmed:14681455	psi-mi:"MI:0364"(inferred by curator)	psi-mi:"MI:0407"(direct interaction)
P36100	P36145	0.30991724	pubmed:14681455	psi-mi:"MI:0364"(inferred by curator)	psi-mi:"MI:0407"(direct interaction)
P06242	P37366	0.30991724	pubmed:14681455	psi-mi:"MI:0364"(inferred by curator)	psi-mi:"MI:0407"(direct interaction)
P32914	P27692	0.30991724	pubmed:14681455	psi-mi:"MI:0364"(inferred by curator)	psi-mi:"MI:0407"(direct interaction)
Q92317	P40096	0.30991724	pubmed:14681455	psi-mi:"MI:0364"(inferred by curator)	psi-mi:"MI:0407"(direct interaction)
P14922	P16649	0.30991724	pubmed:14681455	psi-mi:"MI:0364"(inferred by curator)	psi-mi:"MI:0407"(direct interaction)
P53150	Q08387	0.30991724	pubmed:14681455	psi-mi:"MI:0364"(inferred by curator)	psi-mi:"MI:0407"(direct interaction)
P38920	P14242	0.30991724	pubmed:14681455	psi-mi:"MI:0364"(inferred by curator)	psi-mi:"MI:0407"(direct interaction)
P38920	Q07980	0.30991724	pubmed:14681455	psi-mi:"MI:0364"(inferred by curator)	psi-mi:"MI:0407"(direct interaction)
P38920	Q12083	0.30991724	pubmed:14681455	psi-mi:"MI:0364"(inferred by curator)	psi-mi:"MI:0407"(direct interaction)
P23642	P39107	0.30991724	pubmed:14681455	psi-mi:"MI:0364"(inferred by curator)	psi-mi:"MI:0407"(direct interaction)
P53840	Q04659	0.30991724	pubmed:14681455	psi-mi:"MI:0364"(inferred by curator)	psi-mi:"MI:0407"(direct interaction)
P22204	P40484	0.30991724	pubmed:14681455	psi-mi:"MI:0364"(inferred by curator)	psi-mi:"MI:0407"(direct interaction)
P53104	Q06628	0.30991724	pubmed:14681455	psi-mi:"MI:0364"(inferred by curator)	psi-mi:"MI:0407"(direct interaction)
Q05949	P23293	0.30991724	pubmed:14681455	psi-mi:"MI:0364"(inferred by curator)	psi-mi:"MI:0407"(direct interaction)
P53894	P43563	0.30991724	pubmed:14681455	psi-mi:"MI:0364"(inferred by curator)	psi-mi:"MI:0407"(direct interaction)
P17157	P20052	0.30991724	pubmed:14681455	psi-mi:"MI:0364"(inferred by curator)	psi-mi:"MI:0407"(direct interaction)
Q08231	P46674	0.30991724	pubmed:14681455	psi-mi:"MI:0364"(inferred by curator)	psi-mi:"MI:0407"(direct interaction)
P40186	P17157	0.30991724	pubmed:14681455	psi-mi:"MI:0364"(inferred by curator)	psi-mi:"MI:0407"(direct interaction)
P17157	P40038	0.30991724	pubmed:14681455	psi-mi:"MI:0364"(inferred by curator)	psi-mi:"MI:0407"(direct interaction)
P17157	P53124	0.30991724	pubmed:14681455	psi-mi:"MI:0364"(inferred by curator)	psi-mi:"MI:0407"(direct interaction)
Q08966	P17157	0.30991724	pubmed:14681455	psi-mi:"MI:0364"(inferred by curator)	psi-mi:"MI:0407"(direct interaction)
P25693	P17157	0.30991724	pubmed:14681455	psi-mi:"MI:0364"(inferred by curator)	psi-mi:"MI:0407"(direct interaction)
P17157	P35190	0.30991724	pubmed:14681455	psi-mi:"MI:0364"(inferred by curator)	psi-mi:"MI:0407"(direct interaction)
P38794	P17157	0.30991724	pubmed:14681455	psi-mi:"MI:0364"(inferred by curator)	psi-mi:"MI:0407"(direct interaction)
P24867	P17157	0.30991724	pubmed:14681455	psi-mi:"MI:0364"(inferred by curator)	psi-mi:"MI:0407"(direct interaction)
P20437	P00546	0.30991724	pubmed:14681455	psi-mi:"MI:0364"(inferred by curator)	psi-mi:"MI:0407"(direct interaction)
P17157	Q12477	0.30991724	pubmed:14681455	psi-mi:"MI:0364"(inferred by curator)	psi-mi:"MI:0407"(direct interaction)
P36531	P32793	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P38090	P32793	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P38140	P32793	0.558037	pubmed:14737190	psi-mi:"MI:0107"(surface plasmon resonance)|psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P38266	P32793	0.558037	pubmed:14737190	psi-mi:"MI:0107"(surface plasmon resonance)|psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P38289	P32793	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P38739	P32793	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
P38870	P32793	0.43887317	pubmed:14737190	psi-mi:"MI:0081"(peptide array)	psi-mi:"MI:0407"(direct interaction)
